Titulo;Ano;Avaliação Pedagógica;Caminho crítico;Categoria;UF;Municipio;Origem;Tipos ocorrências
PE - OLINDA / Óbito ;2014;Enem;2. Implementação - Aplicação do exame;;;PE - OLINDA;;
TO - XAMBIOA / Atraso abertura dos Portões;2014;Enem;2. Implementação - Aplicação do exame;;;TO - XAMBIOA;;
PE - OLINDA / MORTE NATURAL;2014;Enem;2. Implementação - Aplicação do exame;;;PE - OLINDA;;
CE - FORTALEZA / Escolta extra;2014;Enem;2. Implementação - Aplicação do exame;;;CE - FORTALEZA;;
PE - IGARASSU / Aluno socorrido;2014;Enem;2. Implementação - Aplicação do exame;;;PE - IGARASSU;;
AM - MANAUS/Sabatistas;2014;Enem;2. Implementação - Aplicação do exame;;;AM - MANAUS;;
AL - MACEIO / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;AL - MACEIO;;Perturbação Sossego Público (Locais do Exame)
SE - NOSSA SENHORA DAS DORES / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SE - NOSSA SENHORA DAS DORES;;Perturbação Sossego Público (Locais do Exame)
PA - MAE DO RIO / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - ANDRADINA / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SP - ANDRADINA;;Perturbação Sossego Público (Locais do Exame)
PA - BELEM / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
RN-Açu / Pouso de aeronave;2014;Enem;2. Implementação - Aplicação do exame;;;RN-Açu;;
Substituição de local de aplicação em Porto Alegre - RS;2014;Enem;2. Implementação - Ensalamento;;;;;
PA - BELEM / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
PA - BELEM / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
CE - FORTALEZA / Evento Ironman;2014;Enem;2. Implementação - Aplicação do exame;;;CE - FORTALEZA;;
MT - CUIABA / Falta de luz;2014;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;;MT - CUIABA;;
TO - PALMAS / Fraude Relacionada ao Exame;2014;Enem;2. Implementação - Aplicação do exame;;;TO - PALMAS;;Fraude Relacionada ao Exame
PE - RECIFE / ÉPILEPSIA / CONVULSÃO;2014;Enem;2. Implementação - Aplicação do exame;;;PE - RECIFE;;
RJ - RIO DE JANEIRO / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
RR - BOA VISTA / Interdição Via (Rodovia Federal / Estadual / Municipal);2014;Enem;;;;;;
MT - VARZEA GRANDE / Embriaguez ao volante;2014;Enem;2. Implementação - Aplicação do exame;;;MT - VARZEA GRANDE;;
SP - SAO PAULO / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - SAO PAULO / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - SAO PAULO / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - SAO PAULO / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - SAO PAULO / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - SOROCABA / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
BA - SALVADOR / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;BA - SALVADOR;;Perturbação Sossego Público (Locais do Exame)
RJ - RIO DE JANEIRO / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SE - ARACAJU / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SE - ARACAJU;;Perturbação Sossego Público (Locais do Exame)
TO - PORTO NACIONAL / TO - PORTO NACIONAL/ Participante autorizado a deixar o local de prova ;2014;Enem;2. Implementação - Aplicação do exame;;;TO - PORTO NACIONAL;;
SE - ARACAJU / Atropelamento;2014;Enem;2. Implementação - Aplicação do exame;;;SE - ARACAJU;;
MA - SAO LUIS / Participante Desmaiou;2014;Enem;2. Implementação - Aplicação do exame;;;MA - SAO LUIS;;
RS - PORTO ALEGRE / Atraso de Interprete de Libras;2014;Enem;2. Implementação - Aplicação do exame;;;RS - PORTO ALEGRE;;
RS - PORTO ALEGRE/Interprete de Libras;2014;Enem;2. Implementação - Aplicação do exame;;;RS - PORTO ALEGRE;;
SP - SOROCABA / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - SAO JOSE DOS CAMPOS / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
PA - BELEM / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - ITAQUAQUECETUBA / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - SANTO ANDRE / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - SANTO ANDRE / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
RR - BOA VISTA / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
SP - SANTO ANDRE / Outras Ocorrências Relevantes;2014;Enem;;;;;;Outras Ocorrências Relevantes 
CE - QUIXERAMOBIM / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;CE - QUIXERAMOBIM;;Perturbação Sossego Público (Locais do Exame)
SP - SAO PAULO / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SAO PAULO;;Perturbação Sossego Público (Locais do Exame)
SP - ITARARE / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SP - ITARARE;;Perturbação Sossego Público (Locais do Exame)
SE - ARACAJU / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SE - ARACAJU;;Perturbação Sossego Público (Locais do Exame)
SE - ARACAJU / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SE - ARACAJU;;Perturbação Sossego Público (Locais do Exame)
SE - ARACAJU / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SE - ARACAJU;;Perturbação Sossego Público (Locais do Exame)
SE - UMBAUBA / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;umbauba;;Perturbação Sossego Público (Locais do Exame)
SE - PROPRIA / Veiculo dos Correios com problemas mecanicoss;2014;Enem;2. Implementação - Aplicação do exame;;;SE - PROPRIA;;
SE - ESTANCIA / Eliminacao de Candidato;2014;Enem;2. Implementação - Aplicação do exame;;;SE - ESTANCIA;;
BA - SIMOES FILHO / Fraude Relacionada ao Exame;2014;Enem;2. Implementação - Aplicação do exame;;;BA - SIMOES FILHO;;Fraude Relacionada ao Exame
SP - SAO BERNARDO DO CAMPO / Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SAO BERNARDO DO CAMPO;;Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação)
SP - ITAQUAQUECETUBA / Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação);2014;Enem;2. Implementação - Aplicação do exame;;;SP - ITAQUAQUECETUBA;;Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação)
SP - SANTO ANDRE / Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SANTO ANDRE;;Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação)
SE - TOBIAS BARRETO / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SE - TOBIAS BARRETO;;Perturbação Sossego Público (Locais do Exame)
SE - TOBIAS BARRETO / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SE - TOBIAS BARRETO;;Perturbação Sossego Público (Locais do Exame)
SP - SAO PAULO / Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SAO PAULO;;Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação)
SP - SAO PAULO / Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SAO PAULO;;Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação)
SP - SAO PAULO / Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SAO PAULO;;Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação)
RO - PORTO VELHO / Dentento;2014;Enem;2. Implementação - Aplicação do exame;;;RO - PORTO VELHO;;
SP - SAO PAULO / Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SAO PAULO;;Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação)
SP - SAO JOSE DOS CAMPOS / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SAO JOSE DOS CAMPOS;;Perturbação Sossego Público (Locais do Exame)
CE - JUAZEIRO DO NORTE / Falta de energia;2014;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;;CE - JUAZEIRO DO NORTE;;
AL - MACEIO / AL - MACEIO Dispensa de atendimento médico;2014;Enem;2. Implementação - Aplicação do exame;;;AL - MACEIO;;
SP - SAO JOSE DOS CAMPOS / Perturbação Sossego Público (Locais do Exame);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SAO JOSE DOS CAMPOS;;Perturbação Sossego Público (Locais do Exame)
SP - SAO BERNARDO DO CAMPO / Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação);2014;Enem;2. Implementação - Aplicação do exame;;;SP - SAO BERNARDO DO CAMPO;;Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação)
SP - GUARULHOS / Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação);2014;Enem;2. Implementação - Aplicação do exame;;;SP - GUARULHOS;;Atentados Contra Locais de Exame (Invasão / Incêndio / Depredação)
Comissão de Demandas: VIVIANE ANDRADE CHEQUER KHOURY;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: CAIO DINIZ DA CRUZ;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: LUISA SOARES OTTONI;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: PEDRO AFONSO BACELLAR;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: ISADORA MARINHO DE SOUSA BECHTLUFFT;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: DIOGO ALVES DA SILVA;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: DOUGLAS CONRADO GOY;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: CLAUDIO JOSE DOS SANTOS JUNIOR;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: POLLYANA CARVALHO FREIRE;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: AMANDA GABRIELA DE LIMA VASCONCELOS JORGE;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: JESSICA DOS SANTOS MOTTA CORREA;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas:FERNANDA EIMAEL ROLIM;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: JESSICA FRIOZI SANT ANA;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: RAFAEL HARGER;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: ÉRICA EVELINE MAYUMO DE OLIVEIRA;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: SERGIO DE FREITAS BOTELHO;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: GUSTAVO VEDOATO RODELLI;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: MIRELA CRISTINA AMORIM DE ALBUQUERQUE;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: ISRAEL DE OLIVEIRA LIMA;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: PATRICIA BAPTISTA SILVEIRA;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: RAMON SIMONIS PEQUENO;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: PAULO VICTOR RODRIGUES MARQUES;2014;Enem;2. Implementação - Ensalamento;;;;;
Comissão de Demandas: Amanda Myrna Amorim de Sousa e Silva;2014;Enem;2. Implementação - Ensalamento;;;;;
GO - GOIANIA / GO - GOIANIA/Participante ferido;2014;Enem;2. Implementação - Aplicação do exame;;;GO - GOIANIA;;
são bernardo do campo / Manifestações;2014;Enem;2. Implementação - Aplicação do exame;;;são bernardo do campo;;Manifestações
PA - CASTANHAL / Escolta;2014;Enem;2. Implementação - Aplicação do exame;;;PA - CASTANHAL;;
PA - PARAGOMINAS / Escolta;2014;Enem;2. Implementação - Aplicação do exame;;;PA - PARAGOMINAS;;
AM - MANAUS / Pane  em viaturas dos correios;2014;Enem;2. Implementação - Aplicação do exame;;;AM - MANAUS;;
PA - ANANINDEUA / Outras Ocorrências Relevantes;2014;Enem;2. Implementação - Aplicação do exame;;;;;CVP que possam impactar realização prova
BA - FEIRA DE SANTANA / Substituição de escola ;2014;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;;BA - FEIRA DE SANTANA;;
MG - POCOS DE CALDAS / MG - POCOS DE CALDAS/Segurança de malotes;2014;Enem;2. Implementação - Aplicação do exame;;;MG - POCOS DE CALDAS;;
AM - MANAUS / Manifestação;2014;Enem;2. Implementação - Aplicação do exame;;;AM - MANAUS;;Manifestações
AM - MANAUS / Manifestações;2014;Enem;2. Implementação - Aplicação do exame;;;AM - MANAUS;;Manifestações
GO - APARECIDA DE GOIANIA / Acidente de Trânsito Envolvendo Correios;2014;Enem;2. Implementação - Aplicação do exame;;;GO - APARECIDA DE GOIANIA;;
PI - Picos - 3º BEC - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PA - Altamira - 51º BIS - inconforme com os requisitos de segurança para armazenamento das provas. ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
RS - Caxias do Sul - 3º GAAAE - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Manuseio das provas;;;;;
RS - Rio Grande - 6º GAC -  inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
RS - Santa Rosa - 19º RCMEC - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
BA - Feira de Santana - 35º BI - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
RS - Santa Cruz do Sul - 7º BIB - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
MA - Imperatriz - 50º BIS -  inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
MT - Cuiabá - 9º BEC - ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
MG - Belo Horizonte - 4ª CIA PE/4ª RM - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
RS - Santo Angelo - 1º B COM - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Manuseio das provas;;;;;
PA - Santarém - 8º BEC  inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
AP - Macapá - 34º BIS inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
BA - Salvador - 19º BC -  inconforme com os requisitos de segurança para armazenamento das provas. ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
RS - São Leopoldo - 19º BIMTZ - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
RS - Rosário do Sul - 4º RCC - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PR - Cascavel - 15º B Log -  inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PB - João Pessoa - 15º BIMtz - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PI - Teresina - 25º BC - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
MA - São Luis - 24º BC - espaço insuficiente para armazenamento das provas. ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
RJ - Rio de Janeiro  - 15º R C MEC inconforme com os requisitos de segurança para armazenamento das provas. ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PE - Garanhus - 71º BIMtz - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PR - Ponta Grossa - 13º BIB -  inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
MG - Montes Claros - 55º BI - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
SE - Aracaju - 28º BC -  inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
AL - Maceió - 59º BIMtz - inconforme com os requisitos de segurança para armazenamento das provas. ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PR - Apucarana - 30ª BI MEC - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
MS - Campo Grande - 9º BSup -  inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PB - Campina Grande - 31º BIMtz inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PR - Curitiba - 20º BIB -  inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
BA - Barreiras - 4º BEC - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PA - Belém - 8º D SUP - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
SP - São Vicente - 2º BIL - inconforme com os requisitos de segurança para armazenamento das provas. ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
PB - João Pessoa - Cia Cmdo 1º Gpt E  inconforme com os requisitos de segurança para armazenamento das provas. ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
RR - Boa Vista - C Fron RR/7º BIS - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
 MG - Uberlândia - 36º BIMTZ  inconforme com os requisitos de segurança;2014;Enem;2. Implementação - Distribuição das provas;;;;;
AM - Manaus - 12º B SUP não atende a área mínima para armazenamento.;2014;Enem;2. Implementação - Distribuição das provas;;;;;
 TO - Palmas - 22º BI - inconforme com os requisitos de segurança para armazenamento das provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Seleção do Gestor Escolar em 136 locais de aplicação no Rio de Janeiro;2014;Enem;2. Implementação - Aplicação do exame;;;;;
Alagamento em Manaus;2014;Enem;2. Implementação - Aplicação do exame;;;;;
Ausência de informações quanto ao distribuição no sistema Mapa;2014;Enem;;;;;;
Impossibilidade de acesso ao link das câmeras do 4º Bil .;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Instabilidade na rede elétrica dos galpões de armazenamento do 4º Bil;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Rota sem homologação pela PRF;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Atendimento diferenciado (Cegueira)  sem recurso para aplicação da prova;2014;Enem;2. Implementação - Ensalamento;;;;;
Atraso na impressão do Cartão Confirmação;2014;Enem;;;;;;
CE - Fortaleza - 23º BC não atende a área mínima para armazenamento.;2014;Enem;2. Implementação - Distribuição das provas;;;;;
SC - Florianópolis - 63º BI não atende a área mínima para armazenamento.;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Atraso na entrega da base final de ensalamento;2014;Enem;2. Implementação - Ensalamento;;;;;
Fim do contrato com a prestadora CTIS que atua no callcenter;2014;Enem;2. Implementação - Inscrições;;;;;
Atraso na liberação do galpão 2 do 4º Bil;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Divulgação da Lista de colaboradores indicados pelos consórcios para a realização do Evento de Alinhamento;2014;Enem;2. Implementação - Capacitação;;;;;
Material do Bolsa Capes armazenado no galpão principal do 4º Bil ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Atraso no início do armazenamento dos malotes de provas - Gráfica / 4º BIL;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Agendamento de locais de aplicação com percentual inadequado - SC; RS e MG;2014;Enem;2. Implementação - Ensalamento;;;;;
Atraso no início do manuseio piloto - 1º lote (AC e AP);2014;Enem;2. Implementação - Manuseio das provas;;;;;
Atraso na produção gráfica do material administrativo;2014;Enem;2. Implementação - Impressão do material administrativo e de capacitação;;;;;
4º Bil - Porta secundária do galpão principal inconforme com os requisitos de segurança  ;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Agendamento de locais de aplicação com percentual inadequado - PE e SC;2014;Enem;2. Implementação - Ensalamento;;;;;
Atraso na entrega do arquivo N02 - Ensalamento - 1º lote (AC e AP);2014;Enem;2. Implementação - Ensalamento;;;;;
Atraso da entrega da base de ensalamento do 2º lote (MA, RO, TO, PA, AM e RR).;2014;Enem;2. Implementação - Ensalamento;;;;;
Atraso na entrega da base final de inscritos;2014;Enem;2. Implementação - Ensalamento;;;;;
Publicação dos vídeos de capacitação de coordenadores no Youtube ;2014;Enem;2. Implementação - Capacitação;;;;;
Informação sobre inscrições de participantes com déficit de atenção;2014;Enem;2. Implementação - Inscrições;;;;;
Ambiente Seguro - Erro no acesso às salas do ambiente seguro;2014;Enem;2. Implementação - Elaboração de provas;;;;;
Validação do protocolo do ambiente seguro;2014;Enem;2. Implementação - Elaboração de provas;;;;;
Utilização do Ambiente Seguro sem as devidas validações e correções de segurança;2014;Enem;2. Implementação - Elaboração de provas;;;;;
Instabilidade no sistema de inscrição ;2014;Enem;2. Implementação - Inscrições;;;;;
Indisponibilidade do 4º BIL para o armazenamento de provas;2014;Enem;2. Implementação - Distribuição das provas;;;;;
Sistema de inscrição apresentando erro em localidades não codificadas por logradouros;2014;Enem;2. Implementação - Inscrições;;;;;
Erro no sistema de correção de redação do Enem na prova da ESCS;2013;Enem;5. Divulgação - Vista de provas;;;;;
Análise do sistema de vista de redação - CPFs com nota de redação e com situação em branco;2013;Enem;5. Divulgação - Vista de provas;;;;;
Análise do sistema de vista de redação - Participante com nota zero sem descrição dos motivos para nota.;2013;Enem;5. Divulgação - Vista de provas;;;;;
Ocorrências identificadas na análise das imagens referente ao Deferimento da Comissão de Demandas, demandas judiciais e ocorrências do 0800 ;2013;Enem;5. Divulgação - Vista de provas;;;;;
Ocorrências identificadas na análise das imagens referentes aos casos de Reaplicação ;2013;Enem;5. Divulgação - Vista de provas;;;;;
Ocorrências identificadas na análise das imagens dos Eliminados ( amostra de 284 inscrições);2013;Enem;5. Divulgação - Vista de provas;;;;;
Ocorrências identificadas na análise das imagens de participantes com nota zero por texto insuficiente;2013;Enem;5. Divulgação - Vista de provas;;;;;
Ocorrências identificadas na análise das imagens de participantes inscritos no Enem Regular e PPL;2013;Enem;5. Divulgação - Vista de provas;;;;;
 [Enem 2013 ? Monitoramento] Quantidade de cartões respostas recebidos pelo consórcio na BA e PA ;2013;Enem;;;;;;
Ocorrências identificadas na análise das imagens de participantes com nota zero por fuga ao tema;2013;Enem;5. Divulgação - Vista de provas;;;;;
Validação das imagens das redações - Participantes presentes - Ausência de 16000 redações no sistema.;2013;Enem;5. Divulgação - Vista de provas;;;;;
[DGP - monitoramento] Não vistoria de equipamento eletrônicos e artigos de metal na entrada - Prédio Novo;;;;;;;;
[ENCCEJA] - Erro no Acesso à Aplicação de Inscrição;;;;;;;;
[Enem 2013 - Monitoramento] HD com as imagens das redações processadas pelo CESPE não identificado na DTDIE.;2013;Enem;;;;;;
[Enem 2013 - Monitoramento] - Corretores das redações do ENEM 2013 sem pagamento;2013;Enem;;;;;;
[Enem 2013 - Monitoramento] - Disponibilização da base de redação para testes dos critérios;2013;Enem;;;;;;
[Enem 2013 - Monitoramento] - Matéria sobre divulgação do Espelho da correção da redação do Enem;2013;Enem;5. Divulgação - Vista de provas;;;;;
[Enem 2013 - Monitoramento] - Não cumprimento da data de publicação do espelho de redação (caminho crítico);2013;Enem;5. Divulgação - Vista de provas;;;;;
[Enem 2013 - Monitoramento] - Entrega tardia dos HD's irá comprometer o início dos teste das redações.;2013;Enem;;;;;;
[SGIR] - Twitter;2012;Enem;;;;;;
[Monitoramento] - Nota de Redação de Candidatos de Amargosa/BA;2012;Enem;;;;;;
[UOL Distribuição] Utilização do cadeado eletrônico;2012;Enem;;;;;;
[UOL Distribuição] Centralizadoras;2012;Enem;;;;;;
[Monitoramento] - Aplicador Sendo Chamado pra Trabalhar de última Hora;2012;Enem;;;;;;
[SGIR] Inconsistência no Sistema de Consulta de Informações Educacionais e MAPA;2012;Enem;;;;;;
[UOL Distribuição] ENEM PPL Problemas no sistema Rotas;2012;Enem;;;;;;
[Monitoramento] - Divulgação de Fotos;2012;Enem;;;;;;
[UOL Aplicação] Escola João Batista Nascimento;2012;Enem;;;;;;
[INEP/DGP/SGIR] - Reavaliar o 4º BIL;2012;Enem;;;;;;
[Monitoramento] -;2012;Enem;;;;;;
[DGP/UOL - Aplicação] - Locais de Prova;2012;Enem;;;;;;
[ENEM 2013 - Uol-Estruturação] - Renovação do contrato de aplicação (Consórcio);2013;Enem;;;;;;
[INEP/DGP] Falta de documento de escopo;2012;Enem;;;;;;
[DAEB] - Simulado do Enem - Ceará;2012;Enem;;;;;;
[Monitoramento] - Entrega sem Escolta Militar;2012;Enem;;;;;;
[SGIR] Rodovias e Estradas 02/11/2012;2012;Enem;;;;;;
[INEP/DGP/UOL] Greve da Polícia Federal;2012;Enem;;;;;;
[UOL Distribuição] Plano de Migração;2012;Enem;;;;;;
[DGP/UOL - Aplicação] - Autorização na Gráfica;2012;Enem;;;;;;
[DGP/UOL - Aplicação] - Locais de Prova;2012;Enem;;;;;;
[DGP/UOL - Aplicação] - Locais de Prova;2012;Enem;;;;;;
[DAEB] - Falta de publicação da Portaria do Sistema Enem Solicitação;2012;Enem;;;;;;
[UOL Distribuição] Rota ENC_RO_02;2012;Enem;;;;;;
[INEP/DGP/SGIR] - Manuseio dos CDL´s no 4º BIL;2012;Enem;;;;;;
[UOL Distribuição] CMDO CMS Porto Alegre/RS;2012;Enem;;;;;;
[Monitoramento] - Foto cartão Resposta;2012;Enem;;;;;;
[Monitoramento] - Sabatistas;2012;Enem;;;;;;
[Monitoramento] - Foto do Cartão Resposta;2012;Enem;;;;;;
[INEP/SGIR] Grupo de Trabalho 02;2012;Enem;;;;;;
[DGP/UOL - Aplicação] - Atendimento Diferenciado;2012;Enem;;;;;;
[UOL Distribuição] 5º BEC Porto Velho/RO;2012;Enem;;;;;;
[INEP/DGP] Falta de alinhamento para implementar melhoria;2012;Enem;;;;;;
